Mod:Item:MetaData, Localized Name
terrafirmacraft:item.Steel Chestplate, Steel Chestplate
terrafirmacraft:item.Bismuth Bronze Unfinished Helmet:0, Unfinished Bismuth Bronze Helmet
terrafirmacraft:item.Black Bronze Unfinished Helmet:0, Unfinished Black Bronze Helmet
terrafirmacraft:item.Black Steel Unfinished Helmet:0, Unfinished Black Steel Helmet
terrafirmacraft:item.Blue Steel Unfinished Helmet:0, Unfinished Blue Steel Helmet
terrafirmacraft:item.Bronze Unfinished Helmet:0, Unfinished Bronze Helmet
terrafirmacraft:item.Copper Unfinished Helmet:0, Unfinished Copper Helmet
terrafirmacraft:item.Wrought Iron Unfinished Helmet:0, Unfinished Wrought Iron Helmet
terrafirmacraft:item.Red Steel Unfinished Helmet:0, Unfinished Red Steel Helmet
terrafirmacraft:item.Steel Unfinished Helmet:0, Unfinished Steel Helmet
terrafirmacraft:item.Bismuth Bronze Helmet, Bismuth Bronze Helmet
terrafirmacraft:item.Black Bronze Helmet, Black Bronze Helmet
terrafirmacraft:item.Black Steel Helmet, Black Steel Helmet
terrafirmacraft:item.Blue Steel Helmet, Blue Steel Helmet
terrafirmacraft:item.Bronze Helmet, Bronze Helmet
terrafirmacraft:item.Copper Helmet, Copper Helmet
terrafirmacraft:item.Wrought Iron Helmet, Wrought Iron Helmet
terrafirmacraft:item.Red Steel Helmet, Red Steel Helmet
terrafirmacraft:item.Steel Helmet, Steel Helmet
terrafirmacraft:item.helmetCloth, Leather Cap
terrafirmacraft:item.chestplateCloth, Leather Tunic
terrafirmacraft:item.leggingsCloth, Leather Pants
terrafirmacraft:item.bootsCloth, Leather Boots
terrafirmacraft:item.Quiver, Quiver
terrafirmacraft:item.Sandwich:0, Sandwich
terrafirmacraft:item.Salad:0, Salad
terrafirmacraft:item.Sugar, Sugar
terrafirmacraft:item.shears, Shears
CarpentersBlocks:itemCarpentersHammer, Carpenter's Hammer
CarpentersBlocks:itemCarpentersChisel, Carpenter's Chisel
CarpentersBlocks:itemCarpentersTile, Carpenter's Tile
CarpentersBlocks:itemCarpentersDoor, Carpenter's Door
CarpentersBlocks:itemCarpentersBed, Carpenter's Bed
tfcadditions:item.Bismuth Bronze Planer, Bismuth Bronze Planer
tfcadditions:item.Black Bronze Planer, Black Bronze Planer
tfcadditions:item.Black Steel Planer, Black Steel Planer
tfcadditions:item.Blue Steel Planer, Blue Steel Planer
tfcadditions:item.Bronze Planer, Bronze Planer
tfcadditions:item.Copper Planer, Copper Planer
tfcadditions:item.Wrought Iron Planer, Wrought Iron Planer
tfcadditions:item.Red Steel Planer, Red Steel Planer
tfcadditions:item.Steel Planer, Steel Planer
tfcadditions:item.Plank Planed:0, Planed Oak Plank
tfcadditions:item.Plank Planed:1, Planed Aspen Plank
tfcadditions:item.Plank Planed:2, Planed Birch Plank
tfcadditions:item.Plank Planed:3, Planed Chestnut Plank
tfcadditions:item.Plank Planed:4, Planed Douglas Fir Plank
tfcadditions:item.Plank Planed:5, Planed Hickory Plank
tfcadditions:item.Plank Planed:6, Planed Maple Plank
tfcadditions:item.Plank Planed:7, Planed Ash Plank
tfcadditions:item.Plank Planed:8, Planed Pine Plank
tfcadditions:item.Plank Planed:9, Planed Sequoia Plank
tfcadditions:item.Plank Planed:10, Planed Spruce Plank
tfcadditions:item.Plank Planed:11, Planed Sycamore Plank
tfcadditions:item.Plank Planed:12, Planed White Cedar Plank
tfcadditions:item.Plank Planed:13, Planed White Elm Plank
tfcadditions:item.Plank Planed:14, Planed Willow Plank
tfcadditions:item.Plank Planed:15, Planed Kapok Plank
tfcadditions:item.Plank Planed:16, Planed Acacia Plank
DecorationsTFC:item.LanternCore.Copper, Copper Lantern Core
DecorationsTFC:item.LanternCore.Bronze, Bronze Lantern Core
DecorationsTFC:item.LanternCore.BismuthBronze, Bismuth Bronze Lantern Core
DecorationsTFC:item.LanternCore.BlackBronze, Black Bronze Lantern Core
DecorationsTFC:item.LanternCore.Brass, Brass Lantern Core
DecorationsTFC:item.LanternCore.Lead, Lead Lantern Core
DecorationsTFC:item.LanternCore.Gold, Gold Lantern Core
DecorationsTFC:item.LanternCore.RoseGold, Rose Gold Lantern Core
DecorationsTFC:item.LanternCore.Silver, Silver Lantern Core
DecorationsTFC:item.LanternCore.SterlingSilver, Sterling Silver Lantern Core
DecorationsTFC:item.LanternCore.Platinum, Platinum Lantern Core
DecorationsTFC:item.LanternCore.WroughtIron, Wrought Iron Lantern Core
DecorationsTFC:item.Powders.Gypsum, Gypsum Powder
DecorationsTFC:item.Plaster, Wooden Bucket (Gypsum Plaster)
DecorationsTFC:item.LiquidDye:0, Wooden Bucket (White Dye)
DecorationsTFC:item.LiquidDye:1, Wooden Bucket (Red Dye)
DecorationsTFC:item.LiquidDye:2, Wooden Bucket (Green Dye)
DecorationsTFC:item.LiquidDye:3, Wooden Bucket (Brown Dye)
DecorationsTFC:item.LiquidDye:4, Wooden Bucket (Blue Dye)
DecorationsTFC:item.LiquidDye:5, Wooden Bucket (Purple Dye)
DecorationsTFC:item.LiquidDye:6, Wooden Bucket (Cyan Dye)
DecorationsTFC:item.LiquidDye:7, Wooden Bucket (Light Gray Dye)
DecorationsTFC:item.LiquidDye:8, Wooden Bucket (Gray Dye)
DecorationsTFC:item.LiquidDye:9, Wooden Bucket (Pink Dye)
DecorationsTFC:item.LiquidDye:10, Wooden Bucket (Lime Dye)
DecorationsTFC:item.LiquidDye:11, Wooden Bucket (Yellow Dye)
DecorationsTFC:item.LiquidDye:12, Wooden Bucket (fluid.liquid_dye.light_blue)
DecorationsTFC:item.LiquidDye:13, Wooden Bucket (Magenta Dye)
DecorationsTFC:item.LiquidDye:14, Wooden Bucket (Orange Dye)
DecorationsTFC:item.LiquidDye:15, Wooden Bucket (Black Dye)
DecorationsTFC:item.Brush, Brush
lwstfc:item.LeatherWaterSac, Leather Water Sac
lwstfc:item.WaterSacLeather, Water Sac Leather
lwstfc:item.Bladder:0, Sheep Bladder
lwstfc:item.Bladder:1, Cow Bladder
lwstfc:item.Bladder:2, Deer Bladder
tfcm:item.CompassCasing, Compass Casing
tfcm:item.ClockCasing, Clock Casing
tfcm:item.Gear, Gear
tfcm:item.ClockHand, Clock Hand
tfcm:item.CaseinGlue, Casein Glue
tfcm:item.PistonHead, Piston Head
tfcm:item.PistonShaft, Piston Shaft
tfcm:item.PistonBase, Piston Base
tfcm:item.RepeatorCircuit, Repeater Circuit
tfcm:item.ComparatorCircuit, Comparator Circuit
tfcm:item.DeerTendon, Deer Tendon
tfcm:item.SinewFiber, Sinew Fiber
tfcm:item.SinewString, Sinew String
tfcm:item.SinewBowString, Sinew Bow String
tfcm:item.BowLimb, Bow Limb
tfcm:item.Suet, Suet
tfcm:item.BowlSuet, Bowl of Suet
tfcm:item.BowlTallow:0, Bowl of Tallow
tfcm:item.BowlTallow:1, Bowl of Tallow
tfcm:item.BowlTallow:2, Bowl of Tallow
tfcm:item.BrownDye, Brown Dye
tfcm:item.IronDust, Iron Dust
tfcm:item.LongBow, LongBow
tfcm:item.CrossBow, CrossBow
tfcm:item.Halberd_BismuthBronze, Bismuth Bronze Halberd
tfcm:item.Halberd_BlackBronze, Black Bronze Halberd
tfcm:item.Halberd_BlackSteel, Black Steel Halberd
tfcm:item.Halberd_BlueSteel, Blue Steel Halberd
tfcm:item.Halberd_Bronze, Bronze Halberd
tfcm:item.Halberd_Copper, Copper Halberd
tfcm:item.Halberd_WroughtIron, Wrought Iron Halberd
tfcm:item.Halberd_RedSteel, Red Steel Halberd
tfcm:item.Halberd_Steel, Steel Halberd
tfcm:item.Halberd_BismuthBronze_Head, Bismuth Bronze Halberd Head
tfcm:item.Halberd_BlackBronze_Head, Black Bronze Halberd Head
tfcm:item.Halberd_BlackSteel_Head, Black Steel Halberd Head
tfcm:item.Halberd_BlueSteel_Head, Blue Steel Halberd Head
tfcm:item.Halberd_Bronze_Head, Bronze Halberd Head
tfcm:item.Halberd_Copper_Head, Copper Halberd Head
tfcm:item.Halberd_WroughtIron_Head, Wrought Iron Halberd Head
tfcm:item.Halberd_RedSteel_Head, Red Steel Halberd Head
tfcm:item.Halberd_Steel_Head, Steel Halberd Head
tfcm:item.WarHammer_BismuthBronze, Bismuth Bronze War Hammer
tfcm:item.WarHammer_BlackBronze, Black Bronze War Hammer
tfcm:item.WarHammer_BlackSteel, Black Steel War Hammer
tfcm:item.WarHammer_BlueSteel, Blue Steel War Hammer
tfcm:item.WarHammer_Bronze, Bronze War Hammer
tfcm:item.WarHammer_Copper, Copper War Hammer
tfcm:item.WarHammer_WroughtIron, Wrought Iron War Hammer
tfcm:item.WarHammer_RedSteel, Red Steel War Hammer
tfcm:item.WarHammer_Steel, Steel War Hammer
tfcm:item.WarHammer_BismuthBronze_Head, Bismuth Bronze War Hammer Head
tfcm:item.WarHammer_BlackBronze_Head, Black Bronze War Hammer Head
tfcm:item.WarHammer_BlackSteel_Head, Black Steel War Hammer Head
tfcm:item.WarHammer_BlueSteel_Head, Blue Steel War Hammer Head
tfcm:item.WarHammer_Bronze_Head, Bronze War Hammer Head
tfcm:item.WarHammer_Copper_Head, Copper War Hammer Head
tfcm:item.WarHammer_WroughtIron_Head, Wrought Iron War Hammer Head
tfcm:item.WarHammer_RedSteel_Head, Red Steel War Hammer Head
tfcm:item.WarHammer_Steel_Head, Steel War Hammer Head
tfcm:item.Poniard_BismuthBronze, Bismuth Bronze Poniard
tfcm:item.Poniard_BlackBronze, Black Bronze Poniard
tfcm:item.Poniard_BlackSteel, Black Steel Poniard
tfcm:item.Poniard_BlueSteel, Blue Steel Poniard
tfcm:item.Poniard_Bronze, Bronze Poniard
tfcm:item.Poniard_Copper, Copper Poniard
tfcm:item.Poniard_WroughtIron, Wrought Iron Poniard
tfcm:item.Poniard_RedSteel, Red Steel Poniard
tfcm:item.Poniard_Steel, Steel Poniard
tfcm:item.Poniard_BismuthBronze_Head, Bismuth Bronze Poniard Blade
tfcm:item.Poniard_BlackBronze_Head, Black Bronze Poniard Blade
tfcm:item.Poniard_BlackSteel_Head, Black Steel Poniard Blade
tfcm:item.Poniard_BlueSteel_Head, Blue Steel Poniard Blade
tfcm:item.Poniard_Bronze_Head, Bronze Poniard Blade
tfcm:item.Poniard_Copper_Head, Copper Poniard Blade
tfcm:item.Poniard_WroughtIron_Head, Wrought Iron Poniard Blade
tfcm:item.Poniard_RedSteel_Head, Red Steel Poniard Blade
tfcm:item.Poniard_Steel_Head, Steel Poniard Blade
tfcm:item.Arrow_BismuthBronze, Bismuth Bronze Arrow
tfcm:item.Arrow_BlackBronze, Black Bronze Arrow
tfcm:item.Arrow_BlackSteel, Black Steel Arrow
tfcm:item.Arrow_BlueSteel, Blue Steel Arrow
tfcm:item.Arrow_Bronze, Bronze Arrow
tfcm:item.Arrow_Copper, Copper Arrow
tfcm:item.Arrow_WroughtIron, Wrought Iron Arrow
tfcm:item.Arrow_RedSteel, Red Steel Arrow
tfcm:item.Arrow_Steel, Steel Arrow
tfcm:item.Arrow_BismuthBronze_Head, Bismuth Bronze Arrow Head
tfcm:item.Arrow_BlackBronze_Head, Black Bronze Arrow Head
tfcm:item.Arrow_BlackSteel_Head, Black Steel Arrow Head
tfcm:item.Arrow_BlueSteel_Head, Blue Steel Arrow Head
tfcm:item.Arrow_Bronze_Head, Bronze Arrow Head
tfcm:item.Arrow_Copper_Head, Copper Arrow Head
tfcm:item.Arrow_WroughtIron_Head, Wrought Iron Arrow Head
tfcm:item.Arrow_RedSteel_Head, Red Steel Arrow Head
tfcm:item.Arrow_Steel_Head, Steel Arrow Head
tfcm:item.Bolt_BismuthBronze, Bismuth Bronze Bolt
tfcm:item.Bolt_BlackBronze, Black Bronze Bolt
tfcm:item.Bolt_BlackSteel, Black Steel Bolt
tfcm:item.Bolt_BlueSteel, Blue Steel Bolt
tfcm:item.Bolt_Bronze, Bronze Bolt
tfcm:item.Bolt_Copper, Copper Bolt
tfcm:item.Bolt_WroughtIron, Wrought Iron Bolt
tfcm:item.Bolt_RedSteel, Red Steel Bolt
tfcm:item.Bolt_Steel, Steel Bolt
tfcm:item.Bolt_BismuthBronze_Head, Bismuth Bronze Bolt Head
tfcm:item.Bolt_BlackBronze_Head, Black Bronze Bolt Head
tfcm:item.Bolt_BlackSteel_Head, Black Steel Bolt Head
tfcm:item.Bolt_BlueSteel_Head, Blue Steel Bolt Head
tfcm:item.Bolt_Bronze_Head, Bronze Bolt Head
tfcm:item.Bolt_Copper_Head, Copper Bolt Head
tfcm:item.Bolt_WroughtIron_Head, Wrought Iron Bolt Head
tfcm:item.Bolt_RedSteel_Head, Red Steel Bolt Head
tfcm:item.Bolt_Steel_Head, Steel Bolt Head
tfcm:item.itemHalberd_Mold:0, Clay Halberd Mold
tfcm:item.itemHalberd_Mold:1, Halberd Mold
tfcm:item.itemWarHammer_Mold:0, Clay War Hammer Mold
tfcm:item.itemWarHammer_Mold:1, War Hammer Mold
tfcm:item.itemPoniard_Mold:0, Clay Poniard Mold
tfcm:item.itemPoniard_Mold:1, Poniard Mold
tfcm:item.itemArrow_Mold:0, Clay Arrow Mold
tfcm:item.itemArrow_Mold:1, Arrow Mold
tfcm:item.itemBolt_Mold:0, Clay Bolt Mold
tfcm:item.itemBolt_Mold:1, Bolt Mold
tfcm:item.Coil_BismuthBronze, Bismuth Bronze Coil
tfcm:item.Coil_BlackBronze, Black Bronze Coil
tfcm:item.Coil_BlackSteel, Black Steel Coil
tfcm:item.Coil_BlueSteel, Blue Steel Coil
tfcm:item.Coil_Bronze, Bronze Coil
tfcm:item.Coil_Copper, Copper Coil
tfcm:item.Coil_WroughtIron, Wrought Iron Coil
tfcm:item.Coil_RedSteel, Red Steel Coil
tfcm:item.Coil_Steel, Steel Coil
tfcm:item.Link_BismuthBronze, Bismuth Bronze Link
tfcm:item.Link_BlackBronze, Black Bronze Link
tfcm:item.Link_BlackSteel, Black Steel Link
tfcm:item.Link_BlueSteel, Blue Steel Link
tfcm:item.Link_Bronze, Bronze Link
tfcm:item.Link_Copper, Copper Link
tfcm:item.Link_WroughtIron, Wrought Iron Link
tfcm:item.Link_RedSteel, Red Steel Link
tfcm:item.Link_Steel, Steel Link
tfcm:item.Chain_Square_BismuthBronze, Bismuth Bronze Chain Square
tfcm:item.Chain_Square_BlackBronze, Black Bronze Chain Square
tfcm:item.Chain_Square_BlackSteel, Black Steel Chain Square
tfcm:item.Chain_Square_BlueSteel, Blue Steel Chain Square
tfcm:item.Chain_Square_Bronze, Bronze Chain Square
tfcm:item.Chain_Square_Copper, Copper Chain Square
tfcm:item.Chain_Square_WroughtIron, Wrought Iron Chain Square
tfcm:item.Chain_Square_RedSteel, Red Steel Chain Square
tfcm:item.Chain_Square_Steel, Steel Chain Square
tfcm:item.Chain_Sheet_BismuthBronze, Bismuth Bronze Chain Sheet
tfcm:item.Chain_Sheet_BlackBronze, Black Bronze Chain Sheet
tfcm:item.Chain_Sheet_BlackSteel, Black Steel Chain Sheet
tfcm:item.Chain_Sheet_BlueSteel, Blue Steel Chain Sheet
tfcm:item.Chain_Sheet_Bronze, Bronze Chain Sheet
tfcm:item.Chain_Sheet_Copper, Copper Chain Sheet
tfcm:item.Chain_Sheet_WroughtIron, Wrought Iron Chain Sheet
tfcm:item.Chain_Sheet_RedSteel, Red Steel Chain Sheet
tfcm:item.Chain_Sheet_Steel, Steel Chain Sheet
tfcm:item.BismuthBronze_Chain_Greaves, Bismuth Bronze Chain Chausses
tfcm:item.BlackBronze_Chain_Greaves, Black Bronze Chain Chausses
tfcm:item.BlackSteel_Chain_Greaves, Black Steel Chain Chausses
tfcm:item.BlueSteel_Chain_Greaves, Blue Steel Chain Chausses
tfcm:item.Bronze_Chain_Greaves, Bronze Chain Chausses
tfcm:item.Copper_Chain_Greaves, Copper Chain Chausses
tfcm:item.WroughtIron_Chain_Greaves, Wrought Iron Chain Chausses
tfcm:item.RedSteel_Chain_Greaves, Red Steel Chain Chausses
tfcm:item.Steel_Chain_Greaves, Steel Chain Chausses
tfcm:item.BismuthBronze_Chain_Chestplate, Bismuth Bronze Chain Hauberk
tfcm:item.BlackBronze_Chain_Chestplate, Black Bronze Chain Hauberk
tfcm:item.BlackSteel_Chain_Chestplate, Black Steel Chain Hauberk
tfcm:item.BlueSteel_Chain_Chestplate, Blue Steel Chain Hauberk
tfcm:item.Bronze_Chain_Chestplate, Bronze Chain Hauberk
tfcm:item.Copper_Chain_Chestplate, Copper Chain Hauberk
tfcm:item.WroughtIron_Chain_Chestplate, Wrought Iron Chain Hauberk
tfcm:item.RedSteel_Chain_Chestplate, Red Steel Chain Hauberk
tfcm:item.Steel_Chain_Chestplate, Steel Chain Hauberk
tfcm:item.BismuthBronze_Chain_Helmet, Bismuth Bronze Chain Coif
tfcm:item.BlackBronze_Chain_Helmet, Black Bronze Chain Coif
tfcm:item.BlackSteel_Chain_Helmet, Black Steel Chain Coif
tfcm:item.BlueSteel_Chain_Helmet, Blue Steel Chain Coif
tfcm:item.Bronze_Chain_Helmet, Bronze Chain Coif
tfcm:item.Copper_Chain_Helmet, Copper Chain Coif
tfcm:item.WroughtIron_Chain_Helmet, Wrought Iron Chain Coif
tfcm:item.RedSteel_Chain_Helmet, Red Steel Chain Coif
tfcm:item.Steel_Chain_Helmet, Steel Chain Coif
BiblioCraft:item.StockroomCatalog, Stockroom Catalog
BiblioCraft:item.PlumbLine, Plumb line
BiblioCraft:item.FramingSaw, Framing Saw
BiblioCraft:item.FramingBoard, Framing Board
BiblioCraft:item.FramingSheet, Framing Sheet
BiblioCraft:item.TesterItem, ItemStack Name Tester
BiblioCraft:item.AtlasBook:0, Atlas
BiblioCraft:item.AtlasPlate, Atlas Plate
BiblioCraft:item.DeathCompass, Eternal Compass
BiblioCraft:item.PaintingCanvas, Painting Canvas
BiblioCraft:item.BigBook, Big Writing Book
BiblioCraft:item.RecipeBook, Empty Recipe Book
BiblioCraft:item.SlottedBook, Slotted Book
BiblioCraft:item.HandDrill, Hand Drill
BiblioCraft:item.tapeMeasure, Tape Measure
BiblioCraft:item.tape, Tape Measure Reel
BiblioCraft:item.BiblioChase, Print Press Chase
BiblioCraft:item.PrintPlate, Print Press Plate
BiblioCraft:item.EnchantedPlate, Enchanted Plate
BiblioCraft:item.BiblioRedBook, Redstone: Volume I
BiblioCraft:item.BiblioGlasses:0, Reading Glasses
BiblioCraft:item.BiblioGlasses:1, Tinted Glasses
BiblioCraft:item.BiblioGlasses:2, Monocle
BiblioCraft:item.BiblioDrill, Screw Gun
BiblioCraft:item.BiblioCreativeLock, Lock and Key
BiblioCraft:item.BiblioClipboard, Clipboard
BiblioCraft:item.seatBack:0, Oak Seat Back
BiblioCraft:item.seatBack:1, Spruce Seat Back
BiblioCraft:item.seatBack:2, Birch Seat Back
BiblioCraft:item.seatBack:3, Jungle Seat Back
BiblioCraft:item.seatBack:4, Acacia Seat Back
BiblioCraft:item.seatBack:5, Dark Oak Seat Back
BiblioCraft:item.seatBack:6, Framed Seat Back
BiblioCraft:item.seatBack2:0, Oak Seat Back
BiblioCraft:item.seatBack2:1, Spruce Seat Back
BiblioCraft:item.seatBack2:2, Birch Seat Back
BiblioCraft:item.seatBack2:3, Jungle Seat Back
BiblioCraft:item.seatBack2:4, Acacia Seat Back
BiblioCraft:item.seatBack2:5, Dark Oak Seat Back
BiblioCraft:item.seatBack2:6, Framed Seat Back
BiblioCraft:item.seatBack3:0, Oak Seat Back
BiblioCraft:item.seatBack3:1, Spruce Seat Back
BiblioCraft:item.seatBack3:2, Birch Seat Back
BiblioCraft:item.seatBack3:3, Jungle Seat Back
BiblioCraft:item.seatBack3:4, Acacia Seat Back
BiblioCraft:item.seatBack3:5, Dark Oak Seat Back
BiblioCraft:item.seatBack3:6, Framed Seat Back
BiblioCraft:item.seatBack4:0, Oak Seat Back
BiblioCraft:item.seatBack4:1, Spruce Seat Back
BiblioCraft:item.seatBack4:2, Birch Seat Back
BiblioCraft:item.seatBack4:3, Jungle Seat Back
BiblioCraft:item.seatBack4:4, Acacia Seat Back
BiblioCraft:item.seatBack4:5, Dark Oak Seat Back
BiblioCraft:item.seatBack4:6, Framed Seat Back
BiblioCraft:item.seatBack5:0, Oak Seat Back
BiblioCraft:item.seatBack5:1, Spruce Seat Back
BiblioCraft:item.seatBack5:2, Birch Seat Back
BiblioCraft:item.seatBack5:3, Jungle Seat Back
BiblioCraft:item.seatBack5:4, Acacia Seat Back
BiblioCraft:item.seatBack5:5, Dark Oak Seat Back
BiblioCraft:item.seatBack5:6, Framed Seat Back
BiblioCraft:item.BiblioMapTool, Drafting Compass
BiblioCraft:item.BiblioWayPointCompass, Waypoint Compass
IC2:itemHarz, ic2.itemHarz.name
IC2:itemRubber, ic2.itemRubber.name
IC2:itemFluidCell, ic2.itemFluidCell.name
IC2:itemupgradekit:0, ic2.itemMFSUupgradekit
IC2:itemRecipePart:0, ic2.itemPartCoil
IC2:itemRecipePart:1, ic2.itemPartEleMotor
IC2:itemRecipePart:2, ic2.itempowerunit
IC2:itemRecipePart:3, ic2.itempowerunitsmall
IC2:itemRecipePart:4, ic2.itemrawcrystalmemory
IC2:itemRecipePart:5, ic2.itemheatconductor
IC2:itemRecipePart:6, ic2.itemcopperboiler
IC2:itemRecipePart:7, ic2.itemwoodrotorblade
IC2:itemRecipePart:8, ic2.itemironrotorblade
IC2:itemRecipePart:9, ic2.itemcarbonrotorblade
IC2:itemRecipePart:10, ic2.itemsteelrotorblade
IC2:itemRecipePart:11, ic2.itemironshaft
IC2:itemRecipePart:12, ic2.itemsteelshaft
IC2:itemCasing:0, ic2.itemCasingCopper
IC2:itemCasing:1, ic2.itemCasingTin
IC2:itemCasing:2, ic2.itemCasingBronze
IC2:itemCasing:3, ic2.itemCasingGold
IC2:itemCasing:4, ic2.itemCasingIron
IC2:itemCasing:5, ic2.itemCasingAdvIron
IC2:itemCasing:6, ic2.itemCasingLead
IC2:itemCrushedOre:0, ic2.itemCrushedIronOre
IC2:itemCrushedOre:1, ic2.itemCrushedCopperOre
IC2:itemCrushedOre:2, ic2.itemCrushedGoldOre
IC2:itemCrushedOre:3, ic2.itemCrushedTinOre
IC2:itemCrushedOre:4, ic2.itemCrushedUranOre
IC2:itemCrushedOre:5, ic2.itemCrushedSilverOre
IC2:itemCrushedOre:6, ic2.itemCrushedLeadOre
IC2:itemPurifiedCrushedOre:0, ic2.itemPurifiedCrushedIronOre
IC2:itemPurifiedCrushedOre:1, ic2.itemPurifiedCrushedCopperOre
IC2:itemPurifiedCrushedOre:2, ic2.itemPurifiedCrushedGoldOre
IC2:itemPurifiedCrushedOre:3, ic2.itemPurifiedCrushedTinOre
IC2:itemPurifiedCrushedOre:4, ic2.itemPurifiedCrushedUranOre
IC2:itemPurifiedCrushedOre:5, ic2.itemPurifiedCrushedSilverOre
IC2:itemPurifiedCrushedOre:6, ic2.itemPurifiedCrushedLeadOre
IC2:itemPlates:0, ic2.itemPlateCopper
IC2:itemPlates:1, ic2.itemPlateTin
IC2:itemPlates:2, ic2.itemPlateBronze
IC2:itemPlates:3, ic2.itemPlateGold
IC2:itemPlates:4, ic2.itemPlateIron
IC2:itemPlates:5, ic2.itemPlateAdvIron
IC2:itemPlates:6, ic2.itemPlateLead
IC2:itemPlates:7, ic2.itemPlateObsidian
IC2:itemPlates:8, ic2.itemPlateLapi
IC2:itemDensePlates:0, ic2.itemDensePlateCopper
IC2:itemDensePlates:1, ic2.itemDensePlateTin
IC2:itemDensePlates:2, ic2.itemDensePlateBronze
IC2:itemDensePlates:3, ic2.itemDensePlateGold
IC2:itemDensePlates:4, ic2.itemDensePlateIron
IC2:itemDensePlates:5, ic2.itemDensePlateAdvIron
IC2:itemDensePlates:6, ic2.itemDensePlateLead
IC2:itemDensePlates:7, ic2.itemDensePlateObsidian
IC2:itemDensePlates:8, ic2.itemDensePlateLapi
IC2:itemTurningBlanks:349525, ic2.itemTurningBlanksIRON
IC2:itemTurningBlanksWood:209715, ic2.itemTurningBlanksWOOD
IC2:itemDustSmall:0, ic2.itemDustIronSmall
IC2:itemDustSmall:1, ic2.itemDustCopperSmall
IC2:itemDustSmall:2, ic2.itemDustGoldSmall
IC2:itemDustSmall:3, ic2.itemDustTinSmall
IC2:itemDustSmall:4, ic2.itemDustSilverSmall
IC2:itemDustSmall:5, ic2.itemDustLeadSmall
IC2:itemDustSmall:6, ic2.itemDustSulfurSmall
IC2:itemDustSmall:7, ic2.itemDustLithiumSmall
IC2:itemDustSmall:8, ic2.itemDustBronzeSmall
IC2:itemDustSmall:9, ic2.itemDustLapiSmall
IC2:itemDustSmall:10, ic2.itemDustObsidianSmall
IC2:itemDust:0, ic2.itemDustBronze
IC2:itemDust:1, ic2.itemDustClay
IC2:itemDust:2, ic2.itemDustCoal
IC2:itemDust:3, ic2.itemDustCopper
IC2:itemDust:4, ic2.itemDustGold
IC2:itemDust:5, ic2.itemDustIron
IC2:itemDust:6, ic2.itemDustSilver
IC2:itemDust:7, ic2.itemDustTin
IC2:itemDust:8, ic2.itemFuelCoalDust
IC2:itemDust:9, ic2.itemDustStone
IC2:itemDust:10, ic2.itemDustLead
IC2:itemDust:11, ic2.itemDustObsidian
IC2:itemDust:12, ic2.itemDustLapi
IC2:itemDust:13, ic2.itemDustSulfur
IC2:itemDust:14, ic2.itemDustLithium
IC2:itemDust2:0, ic2.itemDustsilicondioxide
IC2:itemDust2:1, ic2.itemDustdiamond
IC2:itemDust2:2, ic2.itemDustenergium
IC2:itemDust2:3, ic2.itemAshes
IC2:itemIngot:0, ic2.itemIngotCopper
IC2:itemIngot:1, ic2.itemIngotTin
IC2:itemIngot:2, ic2.itemIngotBronze
IC2:itemIngot:3, ic2.itemIngotAdvIron
IC2:itemIngot:4, ic2.itemIngotAlloy
IC2:itemIngot:5, ic2.itemIngotLead
IC2:itemIngot:6, ic2.itemIngotSilver
IC2:reactorLithiumCell, ic2.reactorLithiumCell.name
IC2:itemTritiumCell, ic2.itemTritiumCell.name
IC2:itemUran, ic2.itemUran.name
IC2:itemMOX, ic2.itemMOX.name
IC2:itemPlutonium, ic2.itemPlutonium.name
IC2:itemPlutoniumSmall, ic2.itemPlutoniumSmall.name
IC2:itemUran235, ic2.itemUran235.name
IC2:itemUran235small, ic2.itemUran235small.name
IC2:itemUran238, ic2.itemUran238.name
IC2:itemFuelRod, ic2.itemFuelRod.name
IC2:itemRTGPellet, ic2.itemRTGPellet.name
IC2:itemPartCircuit, ic2.itemPartCircuit.name
IC2:itemPartCircuitAdv, ic2.itemPartCircuitAdv.name
IC2:itemPartAlloy, ic2.itemPartAlloy.name
IC2:itemPartCarbonFibre, ic2.itemPartCarbonFibre.name
IC2:itemPartCarbonMesh, ic2.itemPartCarbonMesh.name
IC2:itemPartCarbonPlate, ic2.itemPartCarbonPlate.name
IC2:itemOreIridium, ic2.itemOreIridium.name
IC2:itemPartIridium, ic2.itemPartIridium.name
IC2:itemShardIridium, ic2.itemShardIridium.name
IC2:itemTreetap, ic2.itemTreetap.name
IC2:itemToolBronzePickaxe, ic2.itemToolBronzePickaxe.name
IC2:itemToolBronzeAxe, ic2.itemToolBronzeAxe.name
IC2:itemToolBronzeSword, ic2.itemToolBronzeSword.name
IC2:itemToolBronzeSpade, ic2.itemToolBronzeSpade.name
IC2:itemToolBronzeHoe, ic2.itemToolBronzeHoe.name
IC2:itemToolWrench, ic2.itemToolWrench.name
IC2:itemToolCutter, ic2.itemToolCutter.name
IC2:itemFoamSprayer, ic2.itemFoamSprayer.name
IC2:itemToolbox, ic2.itemToolbox.name
IC2:itemContainmentbox, ic2.itemContainmentbox.name
IC2:itemToolForgeHammer, ic2.itemToolForgeHammer.name
IC2:itemLathingTool, ic2.itemLathingTool.name
IC2:itemcrystalmemory, ic2.itemcrystalmemory.name
